Tons,Commodity,Customers,Date
24000,STONE,Lafarge ,7/24/2022
27160,COAL,Stelco,11/17/2022
26957,OTHER,St Mary's,5/13/2022
23762,ORE,Stelco,11/4/2022
24000,SALT,Sifto,12/8/2022
18000,STONE,Cargill,10/29/2022
24000,STONE,SWS,6/6/2022
24000,SALT,Sifto,5/17/2022
24000,GRAIN,P & H,12/4/2022
29742,ORE,Stelco,8/1/2022
33549,STONE,Great Eastern,8/29/2022
24000,SALT,Sifto,6/22/2022
55493,ORE,Stelco,11/10/2022
33981,STONE,Mariner Towing ,8/24/2022
24000,STONE,Ontario Trap Rock,5/14/2022
59128,ORE,Stelco,4/8/2022
24000,GRAIN,G3,5/7/2022
24000,STONE,Lafarge ,7/30/2022
24000,GRAIN,P & H,4/5/2022
24000,SALT,Sifto,6/3/2022
24000,STONE,Lafarge ,6/19/2022
24000,GRAIN,Kraft,4/12/2022
24000,STONE,Lafarge ,10/20/2022
24000,SALT,Sifto,7/27/2022
30000,SALT,Windsor Salt,2/3/2023
24000,STONE,Ontario Trap Rock,12/11/2022
24000,STONE,Lafarge ,7/10/2022
33250,STONE,Great Eastern,8/18/2022
22000,GRAIN,Cargill,11/10/2022
24000,STONE,Lafarge ,5/28/2022
24000,STONE,Lafarge ,6/11/2022
35570,ILMENITE ORE,QIT,5/2/2022
24000,SALT,Sifto,6/9/2022
24000,STONE,Lafarge ,10/2/2022
33677,STONE,RTSA,7/19/2022
22000,STONE,Lafarge ,7/3/2022
24000,STONE,Lafarge ,9/3/2022
64500,ORE,Stelco,7/13/2022
28640,SALT,Windsor Salt,6/7/2022
28500,GRAIN,Richardson,5/10/2022
13290,GRAIN,G3,10/30/2022
26825,COAL,Stelco,10/31/2022
28500,SALT,Sifto,12/21/2022
28500,COAL,McInnis,4/17/2022
28500,ORE,Arcelor Mittal (Sidbec),9/18/2022
28500,STONE,Arcelor Mittal (QCM),5/26/2022
24000,COAL,Algoma Steel,4/11/2022
28500,COAL,EXPORT,8/18/2022
28500,ORE,Arcelor Mittal (Sidbec),3/6/2022
28058,SALT,Windsor Salt,12/7/2022
28500,STONE,Arcelor Mittal (QCM),6/17/2022
22000,STONE,SWS,7/20/2022
27436,ORE,IML_CA,6/1/2022
28500,GRAIN,P & H,10/20/2022
25285,COAL,Stelco,10/23/2022
28500,GRAIN,P & H,12/31/2022
28500,STONE,Arcelor Mittal (QCM),8/29/2022
22000,SALT,Windsor Salt,1/4/2023
28500,SALT,Sifto,12/9/2022
28500,ORE,Arcelor Mittal (Sidbec),7/9/2022
22000,COAL,Algoma Steel,8/25/2022
22000,GRAIN,P & H,12/28/2022
30000,SALT,Windsor Salt,1/22/2023
22000,STONE,Ontario Trap Rock,5/26/2022
25672,SALT,Windsor Salt,9/28/2022
28500,STONE,Arcelor Mittal (QCM),6/30/2022
28500,ORE,Arcelor Mittal (Sidbec),6/11/2022
24914,SALT,Windsor Salt,9/13/2022
24756,ORE,Stelco,9/17/2022
28500,ORE,Arcelor Mittal (Sidbec),4/3/2022
30073,COAL,Stelco,5/22/2022
28500,ORE,Arcelor Mittal (Sidbec),10/3/2022
23634,OTHER,St Mary's,10/11/2022
28500,STONE,Arcelor Mittal (QCM),7/24/2022
30208,SALT,Windsor Salt,11/11/2022
31688,STONE,Lafarge ,5/1/2022
26832,SALT,Windsor Salt,7/30/2022
12690,COKE,Arcelor Mittal (Dofasco),6/6/2022
29237,STONE,Stelco,12/5/2022
22000,GRAIN,P & H,9/15/2022
22000,STONE,Lafarge ,9/21/2022
26520,OTHER,St Mary's,5/1/2022
28500,ORE,Arcelor Mittal (Sidbec),3/24/2022
28695,COAL,Stelco,7/12/2022
13290,SLAG,CRH,7/29/2022
24751,SALT,Windsor Salt,8/31/2022
27563,GRAIN,Sollio,10/28/2022
12690,STEEL COILS,TUBE CITY,8/28/2022
31235,STONE,RTSA,10/31/2022
22000,STONE,Lafarge ,6/29/2022
28500,ORE,Arcelor Mittal (Dofasco),9/12/2022
28500,ORE,Arcelor Mittal (Dofasco),8/13/2022
33736,STONE,Lafarge ,10/10/2022
62780,ORE,Stelco,5/17/2022
26000,STONE,Ontario Trap Rock,7/22/2022
24000,GRAIN,ADM Agri,12/26/2022
37802,ILMENITE ORE,QIT,10/21/2022
28500,STONE,Arcelor Mittal (QCM),5/2/2022
26000,SALT,Windsor Salt,7/10/2022
28500,ORE,Arcelor Mittal (Sidbec),8/2/2022
26000,STONE,Ontario Trap Rock,11/4/2022
28500,STONE,Arcelor Mittal (QCM),10/9/2022
24306,SALT,Windsor Salt,8/19/2022
22603,SALT,Windsor Salt,12/30/2022
28500,STONE,Arcelor Mittal (QCM),4/10/2022
28500,ORE,Arcelor Mittal (Sidbec),10/17/2022
28500,ORE,Arcelor Mittal (Sidbec),8/7/2022
22000,GRAIN,P & H,11/23/2022
28500,ORE,Arcelor Mittal (Sidbec),3/15/2022
28500,ORE,Arcelor Mittal (Sidbec),6/6/2022
28500,ORE,Arcelor Mittal (Sidbec),9/29/2022
28500,ORE,Arcelor Mittal (Sidbec),3/30/2022
28500,GYPSUM,CRH,12/3/2022
27390,SALT,Windsor Salt,11/24/2022
28239,SUGAR,Redpath,7/12/2022
28500,ORE,Arcelor Mittal (Sidbec),6/25/2022
28500,ORE,Arcelor Mittal (Sidbec),7/16/2022
24752,SALT,Windsor Salt,8/2/2022
28500,ORE,Arcelor Mittal (Sidbec),3/20/2022
28500,ORE,Arcelor Mittal (Sidbec),7/20/2022
28687,COAL,Stelco,7/21/2022
28500,ORE,Arcelor Mittal (Sidbec),3/2/2022
28500,ORE,Arcelor Mittal (Sidbec),9/8/2022
28500,ORE,Arcelor Mittal (Sidbec),11/29/2022
28500,ORE,Arcelor Mittal (Sidbec),7/30/2022
28500,ORE,Arcelor Mittal (Sidbec),9/5/2022
28500,ORE,Arcelor Mittal (Sidbec),5/8/2022
30266,COAL,Stelco,11/22/2022
15000,STEEL COILS,TUBE CITY,7/26/2022
28500,ORE,Arcelor Mittal (Sidbec),4/15/2022
33748,STONE,RTSA,6/20/2022
26815,STONE,Lafarge ,4/24/2022
28500,ORE,Arcelor Mittal (Sidbec),7/7/2022
27424,COAL,Stelco,6/17/2022
22000,GRAIN,Cargill,4/16/2022
32174,STONE,Lafarge ,7/2/2022
28500,STONE,Arcelor Mittal (QCM),11/25/2022
29500,SLAG,Arcelor Mittal (QCM),7/16/2022
20819,SALT,Windsor Salt,9/26/2022
23320,OTHER,St Mary's,11/14/2022
29500,ORE,Arcelor Mittal (Sidbec),5/18/2022
29500,COAL,CRH,6/15/2022
31934,SALT,Windsor Salt,9/20/2022
29500,GRAIN,G3,9/28/2022
29500,GRAIN,G3,11/16/2022
29500,ORE,Cliffs Inc.,9/17/2022
22000,COAL,Other,12/12/2022
28741,SALT,Windsor Salt,12/9/2022
29500,ORE,Cliffs Inc.,7/5/2022
29500,COKE,Lafarge ,10/23/2022
29500,GYPSUM,CRH,6/3/2022
33524,SALT,Windsor Salt,8/4/2022
29500,SALT,Sifto,4/5/2022
29500,ORE,Arcelor Mittal (Sidbec),4/18/2022
18000,GRAIN,Kraft,10/15/2022
12690,GRAIN,ADM Agri,5/3/2022
29500,ORE,Arcelor Mittal (Sidbec),12/16/2022
62899,ORE,Stelco,5/24/2022
29500,ORE,Arcelor Mittal (Dofasco),9/2/2022
64279,ORE,Stelco,9/13/2022
29500,ORE,Arcelor Mittal (Sidbec),12/25/2022
15061,OTHER,St Mary's,7/16/2022
29500,SALT,Sifto,10/17/2022
26000,GRAIN,Cargill,12/31/2022
27673,SALT,Windsor Salt,10/12/2022
56084,ORE,Stelco,10/8/2022
29500,SALT,Sifto,8/11/2022
29500,ORE,Arcelor Mittal (Sidbec),1/10/2023
32784,STONE,Lafarge ,6/12/2022
29500,GYPSUM,CRH,11/11/2022
29500,SALT,Sifto,8/26/2022
24161,ORE,Stelco,10/12/2022
31170,STONE,Lafarge ,11/1/2022
15000,STEEL COILS,TUBE CITY,10/26/2022
30000,COKE,IML_CA,2/24/2023
29500,OTHER,CRH,8/7/2022
29500,ORE,Arcelor Mittal (Sidbec),1/5/2023
29500,STONE,Lafarge ,9/9/2022
29500,ORE,Arcelor Mittal (Sidbec),5/13/2022
22000,STONE,Ontario Trap Rock,12/16/2022
29500,ORE,Arcelor Mittal (Sidbec),5/9/2022
28553,SALT,Windsor Salt,5/22/2022
63744,ORE,Stelco,9/29/2022
35282,ILMENITE ORE,QIT,10/20/2022
30000,COKE,IML_CA,3/10/2023
29500,SLAG,CRH,8/22/2022
29500,ORE,Arcelor Mittal (Sidbec),4/26/2022
19029,SALT,Windsor Salt,7/20/2022
29500,ORE,Arcelor Mittal (Sidbec),8/2/2022
29500,SLAG,Lafarge ,12/5/2022
12690,GRAIN,ADM Agri,7/1/2022
29500,ORE,Arcelor Mittal (Sidbec),12/31/2022
29500,SALT,Sifto,7/1/2022
26634,STONE,Lafarge ,4/12/2022
29500,ORE,Arcelor Mittal (Sidbec),5/4/2022
29500,ORE,Arcelor Mittal (Sidbec),4/14/2022
28499,SALT,Windsor Salt,4/26/2022
24691,SALT,Windsor Salt,7/5/2022
29500,ORE,Arcelor Mittal (Sidbec),4/30/2022
29500,ORE,Arcelor Mittal (Sidbec),8/18/2022
23958,ORE,Stelco,12/5/2022
29500,SLAG,Lafarge ,10/13/2022
29500,SLAG,CRH,6/12/2022
24000,ORE,Algoma Steel,7/17/2022
22000,STONE,Lafarge ,9/6/2022
27609,COAL,Stelco,11/27/2022
29500,SALT,Sifto,9/14/2022
15000,STEEL COILS,TUBE CITY,4/20/2022
29500,ORE,Arcelor Mittal (Sidbec),11/8/2022
32685,SALT,Windsor Salt,5/27/2022
29500,SALT,Sifto,9/1/2022
29500,SALT,Sifto,3/9/2022
29500,GRAIN,G3,12/11/2022
33564,STONE,RTSA,10/5/2022
29500,ORE,Cliffs Inc.,8/17/2022
29500,SALT,Sifto,11/15/2022
24596,ORE,Stelco,9/20/2022
29500,GRAIN,G3,9/9/2022
29500,GRAIN,G3,10/20/2022
29500,SALT,Sifto,8/2/2022
22000,GRAIN,Cargill,10/22/2022
20028,SALT,Windsor Salt,7/23/2022
22000,STONE,Lafarge ,8/31/2022
18000,STONE,CRH,12/14/2022
29500,SALT,Sifto,11/6/2022
29500,COKE,Arcelor Mittal (QCM),6/15/2022
29500,GRAIN,G3,7/25/2022
13290,GRAIN,G3,11/30/2022
29500,SLAG,Lafarge ,4/8/2022
29500,SALT,Sifto,10/12/2022
29500,SALT,Sifto,9/25/2022
29500,OTHER,Other,11/27/2022
29500,GRAIN,Hansen Mueller,4/27/2022
24000,COAL,Algoma Steel,6/5/2022
30410,GYPSUM,IML_CA,10/24/2022
15000,COKE,Arcelor Mittal (Dofasco),6/22/2022
30808,GYPSUM,IML_CA,9/18/2022
29500,SALT,Sifto,7/6/2022
24682,SALT,Windsor Salt,7/28/2022
30956,GYPSUM,IML_CA,5/2/2022
31895,SALT,Windsor Salt,9/14/2022
26000,SALT,Windsor Salt,3/22/2022
64033,ORE,Stelco,9/21/2022
29500,SALT,Sifto,5/22/2022
26000,STONE,Ontario Trap Rock,9/9/2022
15000,STEEL COILS,TUBE CITY,12/10/2022
28744,COAL,Stelco,4/19/2022
12690,GRAIN,Richardson,11/24/2022
28151,GRAIN,Sollio,11/23/2022
29500,OTHER,Other,12/4/2022
29500,GRAIN,G3,12/28/2022
29500,SALT,Sifto,4/17/2022
62354,ORE,Stelco,11/5/2022
29500,COAL,Arcelor Mittal (Dofasco),7/19/2022
29500,SLAG,Lafarge ,5/16/2022
12690,COKE,Arcelor Mittal (Dofasco),12/8/2022
28918,STONE,Lafarge ,10/24/2022
29500,ORE,Arcelor Mittal (Dofasco),9/20/2022
29500,ORE,Arcelor Mittal (Dofasco),8/12/2022
13290,GRAIN,Richardson,6/10/2022
12690,GRAIN,ADM Agri,6/20/2022
15000,STEEL COILS,TUBE CITY,5/18/2022
64656,ORE,Stelco,7/1/2022
12690,COAL,Arcelor Mittal (Dofasco),7/28/2022
22000,COAL,Algoma Steel,6/22/2022
29500,ORE,Arcelor Mittal (Dofasco),7/14/2022
29500,COAL,Arcelor Mittal (Dofasco),10/31/2022
29500,SALT,Sifto,5/11/2022
29500,ORE,Arcelor Mittal (Dofasco),8/31/2022
22000,COAL,Algoma Steel,6/5/2022
63579,ORE,Stelco,6/6/2022
22000,ORE,Algoma Steel,1/12/2023
22000,COAL,Algoma Steel,8/10/2022
19262,SALT,Windsor Salt,8/14/2022
29500,OTHER,CRH,7/1/2022
29500,SLAG,CRH,10/3/2022
33271,SAND,Lafarge ,11/18/2022
25590,ORE,Stelco,9/10/2022
24000,GRAIN,ADM Agri,1/10/2023
12690,STEEL COILS,TUBE CITY,8/2/2022
29500,SALT,Sifto,6/11/2022
22000,SALT,Windsor Salt,8/8/2022
29500,SALT,Sifto,10/8/2022
26000,STONE,Lafarge ,4/22/2022
22000,STONE,SWS,12/21/2022
29500,SALT,Sifto,4/4/2022
15000,STEEL COILS,TUBE CITY,5/31/2022
23951,ORE,Stelco,1/2/2023
62412,ORE,Stelco,10/28/2022
29500,SALT,Sifto,4/23/2022
26000,ORE,Algoma Steel,9/21/2022
29500,ORE,Arcelor Mittal (Sidbec),6/27/2022
22924,SALT,Windsor Salt,10/31/2022
54666,ORE,Stelco,12/6/2022
29500,SALT,Sifto,5/4/2022
22000,STONE,Lafarge ,7/23/2022
29500,SLAG,St Mary's,5/29/2022
29500,SALT,Sifto,6/4/2022
18000,STONE,CRH,7/1/2022
29500,COAL,Arcelor Mittal (Dofasco),9/5/2022
29500,ORE,Arcelor Mittal (Sidbec),6/24/2022
26000,STONE,Ontario Trap Rock,8/2/2022
15000,STEEL COILS,TUBE CITY,6/18/2022
29500,SALT,Sifto,6/8/2022
28815,SALT,Windsor Salt,5/1/2022
29500,STONE,Lafarge ,5/8/2022
24000,ORE,Algoma Steel,5/11/2022
26000,ORE,Algoma Steel,11/19/2022
22000,STONE,Ontario Trap Rock,10/26/2022
29500,SALT,Sifto,6/2/2022
33051,SALT,Windsor Salt,5/18/2022
29500,GRAIN,Cargill,11/17/2022
29500,GRAIN,Richardson,3/27/2022
29500,ORE,Cliffs Inc.,8/22/2022
29500,GRAIN,Richardson,7/2/2022
29730,STONE,Stelco,9/9/2022
29500,GRAIN,Richardson,5/29/2022
29500,GRAIN,Richardson,4/30/2022
29500,GRAIN,Cargill,10/18/2022
29500,GRAIN,G3,11/5/2022
29500,GRAIN,Cargill,12/10/2022
26000,STONE,Ontario Trap Rock,7/18/2022
31913,SALT,Windsor Salt,8/7/2022
22000,COAL,Algoma Steel,11/24/2022
29630,COAL,Stelco,8/23/2022
28776,SALT,Windsor Salt,5/6/2022
29500,GRAIN,G3,8/5/2022
30066,GYPSUM,IML_CA,11/26/2022
29500,GRAIN,Cargill,6/16/2022
29500,ORE,Cliffs Inc.,7/20/2022
29500,GRAIN,Cargill,9/30/2022
29500,ORE,Cliffs Inc.,9/11/2022
29500,ORE,Arcelor Mittal (Dofasco),5/19/2022
24000,COAL,Algoma Steel,9/1/2022
18000,STONE,Ontario Trap Rock,6/21/2022
24678,SALT,Windsor Salt,7/10/2022
13290,COKE,Arcelor Mittal (Dofasco),6/6/2022
34016,STONE,Mariner Towing ,6/30/2022
29500,GRAIN,Cargill,4/17/2022
27415,SUGAR,Redpath,8/12/2022
28472,COAL,Stelco,12/2/2022
29500,ORE,Arcelor Mittal (Dofasco),9/22/2022
22000,GRAIN,Cargill,9/4/2022
29500,ORE,Arcelor Mittal (Dofasco),12/22/2022
22000,ORE,Algoma Steel,10/15/2022
29500,ORE,Arcelor Mittal (Dofasco),10/11/2022
26000,ORE,Algoma Steel,9/17/2022
29500,ORE,Arcelor Mittal (Dofasco),5/14/2022
29500,ORE,Arcelor Mittal (Dofasco),10/31/2022
22000,GRAIN,P & H,6/29/2022
29500,ORE,Arcelor Mittal (Dofasco),8/17/2022
29500,ORE,Arcelor Mittal (Dofasco),7/31/2022
29500,ORE,Arcelor Mittal (Dofasco),9/6/2022
28214,COAL,Stelco,9/5/2022
29500,ORE,Arcelor Mittal (Dofasco),4/25/2022
24539,SALT,Windsor Salt,6/24/2022
20222,SALT,Windsor Salt,12/5/2022
60987,ORE,Stelco,4/24/2022
29500,ORE,Arcelor Mittal (Dofasco),4/12/2022
24000,ORE,Algoma Steel,8/1/2022
62995,ORE,Stelco,10/12/2022
28858,SALT,Windsor Salt,11/23/2022
29500,ORE,Arcelor Mittal (Dofasco),3/22/2022
29500,ORE,Arcelor Mittal (Dofasco),12/5/2022
29500,ORE,Arcelor Mittal (Dofasco),6/11/2022
29500,ORE,Arcelor Mittal (Dofasco),7/15/2022
63787,ORE,Stelco,8/2/2022
29500,ORE,Arcelor Mittal (Dofasco),6/28/2022
12690,COAL,Arcelor Mittal (Dofasco),9/28/2022
27500,GRAIN,na,11/6/2022
33772,STONE,Great Eastern,6/3/2022
15000,COKE,Arcelor Mittal (Dofasco),5/14/2022
27500,COAL,Arcelor Mittal (Dofasco),11/23/2022
27500,ORE,Cliffs Inc.,8/20/2022
27500,POTASH,Mosaic,12/23/2022
27500,STEEL BY PRODUCT ,na,9/5/2022
27500,COAL,St Mary's,9/29/2022
31737,STONE,Lafarge ,9/28/2022
27500,COAL,Arcelor Mittal (Dofasco),6/6/2022
27500,COAL,Arcelor Mittal (Dofasco),5/19/2022
28326,GYPSUM,IML_CA,12/5/2022
29583,COAL,Stelco,7/17/2022
27500,GRAIN,Hansen Mueller,10/18/2022
27500,SLAG,Lafarge ,7/12/2022
24772,ORE,Stelco,9/27/2022
26000,ORE,Algoma Steel,10/7/2022
27500,COAL,Arcelor Mittal (Dofasco),8/8/2022
12690,COKE,Arcelor Mittal (Dofasco),8/6/2022
31735,STONE,Lafarge ,11/10/2022
27500,SALT,Sifto,7/27/2022
27036,COAL,Stelco,9/28/2022
27500,ORE,Cliffs Inc.,10/29/2022
18000,STONE,CRH,11/29/2022
27500,COAL,Arcelor Mittal (Dofasco),9/16/2022
20630,SALT,Windsor Salt,10/28/2022
27500,COAL,Teck,5/27/2022
24000,COAL,Algoma Steel,7/26/2022
24000,COAL,Algoma Steel,4/22/2022
26000,SALT,Windsor Salt,2/20/2023
18000,STONE,CRH,11/15/2022
27500,COAL,Teck,6/30/2022
27500,POTASH,Mosaic,5/3/2022
18000,STONE,CRH,11/19/2022
27500,COAL,Arcelor Mittal (Dofasco),6/20/2022
6317,SUGAR,Redpath,4/3/2022
27500,SLAG,Lafarge ,7/20/2022
27500,SLAG,CRH,4/13/2022
27500,SALT,Sifto,4/27/2022
27500,SLAG,CRH,12/12/2022
24000,COAL,Algoma Steel,12/31/2022
24000,STONE,Sarnia Concrete,12/1/2022
22000,COAL,Algoma Steel,7/17/2022
27500,SLAG,Algoma Steel,5/9/2022
20626,SALT,Windsor Salt,12/9/2022
27500,COAL,Arcelor Mittal (Dofasco),10/9/2022
22000,COAL,Algoma Steel,4/10/2022
27500,COAL,Arcelor Mittal (Dofasco),9/24/2022
20406,SALT,Windsor Salt,11/11/2022
15000,COAL,Arcelor Mittal (Dofasco),7/22/2022
18000,STONE,CRH,7/29/2022
26000,STONE,Lafarge ,6/8/2022
29699,COAL,Stelco,6/29/2022
18000,GRAIN,Cargill,9/25/2022
24000,STONE,Ontario Trap Rock,12/13/2022
29274,COAL,Stelco,8/19/2022
24000,ORE,Algoma Steel,4/26/2022
22000,STONE,SWS,11/18/2022
27500,SALT,Sifto,7/7/2022
12690,COKE,Arcelor Mittal (Dofasco),4/29/2022
27500,COAL,Arcelor Mittal (Dofasco),12/18/2022
22000,GRAIN,P & H,10/20/2022
31750,SALT,Windsor Salt,10/2/2022
29729,COAL,Stelco,6/13/2022
26000,STONE,Algoma Steel,6/21/2022
27500,COAL,Arcelor Mittal (Dofasco),6/16/2022
22000,STONE,SWS,10/5/2022
27500,COAL,Teck,8/3/2022
32176,SALT,Windsor Salt,6/17/2022
22000,STONE,SWS,9/15/2022
22000,STONE,Lafarge ,8/26/2022
27500,SLAG,CRH,8/16/2022
27500,COAL,Arcelor Mittal (Dofasco),4/19/2022
13290,GRAIN,Richardson,7/29/2022
27500,COAL,Arcelor Mittal (Dofasco),10/14/2022
29051,COAL,Stelco,5/3/2022
24000,COAL,Algoma Steel,9/24/2022
26115,COAL,Stelco,10/6/2022
27500,SLAG,Lafarge ,5/15/2022
26532,COKE,IML_CA,10/1/2022
24000,COAL,Algoma Steel,6/30/2022
27500,COAL,St Mary's,12/9/2022
27500,COAL,Arcelor Mittal (Dofasco),4/23/2022
22000,GRAIN,P & H,5/30/2022
24000,STONE,Lafarge ,7/22/2022
13290,GYPSUM,Other,6/1/2022
29650,COAL,Stelco,9/9/2022
27500,COAL,Arcelor Mittal (Dofasco),4/7/2022
27500,COAL,Arcelor Mittal (Dofasco),6/27/2022
27500,COAL,Arcelor Mittal (Dofasco),4/10/2022
27500,COAL,Arcelor Mittal (Dofasco),10/26/2022
27500,SLAG,CRH,4/4/2022
12690,GRAIN,ADM Agri,6/25/2022
26000,STONE,SWS,8/30/2022
27500,COAL,St Mary's,6/4/2022
15000,COKE,Arcelor Mittal (Dofasco),6/14/2022
24278,SALT,Windsor Salt,5/15/2022
24000,STONE,Ontario Trap Rock,10/10/2022
31100,GRAIN,Richardson,12/9/2022
22000,GRAIN,Richardson,3/31/2022
31100,GRAIN,Richardson,3/24/2022
18000,COAL,Algoma Steel,7/7/2022
26000,ORE,Algoma Steel,5/19/2022
27823,COAL,Stelco,6/25/2022
31100,GRAIN,G3,11/16/2022
26000,COAL,Algoma Steel,8/12/2022
26740,COAL,Stelco,10/2/2022
26838,COAL,Stelco,10/19/2022
24000,ORE,Algoma Steel,9/14/2022
31100,GRAIN,G3,4/14/2022
31100,GRAIN,Richardson,10/12/2022
10127,COKE,Algoma Steel,7/29/2022
13290,GRAIN,G3,11/23/2022
31100,GRAIN,G3,9/20/2022
31100,GRAIN,Richardson,6/10/2022
31100,GRAIN,Richardson,9/4/2022
22000,COAL,Algoma Steel,10/27/2022
22421,SALT,Windsor Salt,6/30/2022
12690,COAL,Arcelor Mittal (Dofasco),8/24/2022
13290,GRAIN,Kraft,12/25/2022
18000,STONE,Ontario Trap Rock,6/28/2022
31100,ORE,Cliffs Inc.,7/31/2022
30656,STONE,Lafarge ,9/13/2022
12690,COAL,Arcelor Mittal (Dofasco),10/28/2022
31100,GRAIN,G3,5/4/2022
31100,GRAIN,Cargill,10/30/2022
28441,GYPSUM,IML_CA,6/3/2022
22000,STONE,SWS,6/18/2022
19944,SALT,Windsor Salt,10/25/2022
24000,ORE,Algoma Steel,9/18/2022
22000,SALT,Windsor Salt,4/28/2022
27537,COAL,Lehigh,11/14/2022
24000,ORE,Algoma Steel,6/25/2022
15000,STEEL COILS,TUBE CITY,9/27/2022
31100,GRAIN,G3,5/23/2022
26000,ORE,Algoma Steel,4/7/2022
22000,COAL,Algoma Steel,11/16/2022
31100,GRAIN,Cargill,8/18/2022
22000,STONE,Lafarge ,5/19/2022
22000,STONE,Other,5/7/2022
25504,SALT,Windsor Salt,4/26/2022
29802,COAL,Stelco,5/18/2022
11682,COKE,Algoma Steel,7/23/2022
31100,ORE,Cliffs Inc.,6/28/2022
28876,SALT,Windsor Salt,6/4/2022
18000,STONE,CRH,10/2/2022
31100,ORE,Cliffs Inc.,7/14/2022
31100,GRAIN,G3,11/30/2022
20950,SALT,Windsor Salt,8/28/2022
28260,SALT,Windsor Salt,10/29/2022
26000,ORE,Algoma Steel,7/3/2022
24000,STONE,SWS,6/19/2022
31100,GRAIN,G3,10/4/2022
22000,STONE,SWS,9/25/2022
22000,STONE,Lafarge ,7/27/2022
31100,ORE,Arcelor Mittal (Dofasco),5/15/2022
18641,SALT,Windsor Salt,9/20/2022
24000,COAL,Algoma Steel,10/16/2022
31100,ORE,Arcelor Mittal (Dofasco),7/25/2022
22000,ORE,Algoma Steel,10/7/2022
19274,SALT,Windsor Salt,8/11/2022
31100,ORE,Arcelor Mittal (Dofasco),4/28/2022
31100,ORE,Arcelor Mittal (Dofasco),8/12/2022
18000,STONE,CRH,9/20/2022
31433,STONE,Lafarge ,6/1/2022
31100,ORE,Arcelor Mittal (Dofasco),8/29/2022
27841,SALT,Windsor Salt,9/16/2022
22000,COAL,Algoma Steel,5/27/2022
31100,ORE,Arcelor Mittal (Dofasco),6/22/2022
26000,ORE,Algoma Steel,10/25/2022
26000,STONE,Ontario Trap Rock,7/6/2022
22000,STONE,SWS,11/19/2022
31100,ORE,Arcelor Mittal (Dofasco),6/4/2022
31100,ORE,Arcelor Mittal (Dofasco),11/11/2022
26512,STONE,Lafarge ,10/15/2022
31100,ORE,Arcelor Mittal (Dofasco),7/9/2022
28202,SALT,Windsor Salt,1/2/2023
22000,COAL,Algoma Steel,10/3/2022
31100,ORE,Arcelor Mittal (Sidbec),10/25/2022
31100,ORE,Arcelor Mittal (Dofasco),4/9/2022
31100,ORE,Sifto,9/16/2022
28800,COAL,CRH,9/1/2022
18000,STONE,Lafarge ,7/18/2022
26000,STONE,SWS,5/2/2022
26000,ORE,Algoma Steel,5/16/2022
22000,COAL,Algoma Steel,7/11/2022
26000,STONE,Lafarge ,10/17/2022
22000,STONE,Ontario Trap Rock,5/1/2022
26000,COAL,Algoma Steel,12/12/2022
26000,ORE,Algoma Steel,9/25/2022
26000,ORE,Algoma Steel,5/12/2022
28800,SLAG,Lafarge ,10/16/2022
22000,COAL,Algoma Steel,10/12/2022
28800,ORE,Cliffs Inc.,10/2/2022
28800,ORE,Cliffs Inc.,5/28/2022
28800,COAL,Arcelor Mittal (Dofasco),7/20/2022
29494,COAL,Stelco,6/22/2022
28800,ORE,Other,11/26/2022
18000,STONE,CRH,9/8/2022
26000,ORE,Algoma Steel,5/22/2022
28800,ORE,Arcelor Mittal (Dofasco),12/19/2022
28800,STEEL BY PRODUCT,Other,12/8/2022
22000,SALT,Windsor Salt,12/26/2022
28800,SALT,Sifto,5/1/2022
24000,STONE,Ontario Trap Rock,5/2/2022
32557,SAND,Lafarge ,8/11/2022
22000,STONE,Ontario Trap Rock,10/24/2022
22000,COAL,Algoma Steel,5/17/2022
28800,COAL,Teck,4/4/2022
28800,STONE,Lafarge ,6/21/2022
26000,COAL,Algoma Steel,7/28/2022
24000,COAL,Algoma Steel,7/9/2022
22000,SALT,Windsor Salt,7/12/2022
28800,COAL,Arcelor Mittal (Dofasco),11/16/2022
22000,COKE,Algoma Steel,1/9/2023
24000,ORE,Algoma Steel,8/5/2022
26000,COAL,Algoma Steel,12/18/2022
28800,SALT,Sifto,9/22/2022
28800,ORE,Cliffs Inc.,4/22/2022
22000,COAL,Algoma Steel,4/26/2022
28800,COAL,Arcelor Mittal (Dofasco),8/13/2022
24000,COAL,Algoma Steel,5/5/2022
26000,COAL,Algoma Steel,12/1/2022
26000,STONE,Ontario Trap Rock,8/9/2022
18000,STONE,CRH,5/29/2022
22000,STONE,SWS,9/10/2022
28800,COAL,Arcelor Mittal (Dofasco),5/19/2022
28800,SALT,Sifto,4/15/2022
28800,COAL,Arcelor Mittal (Dofasco),7/5/2022
18000,STONE,Ontario Trap Rock,7/15/2022
28800,SALT,Sifto,8/1/2022
24000,ORE,Algoma Steel,9/5/2022
22000,GRAIN,ADM Agri,7/29/2022
22000,STONE,Lafarge ,8/3/2022
22000,ORE,Algoma Steel,11/7/2022
28800,STEEL COILS,IronDynamics,3/29/2022
24000,STONE,SWS,11/27/2022
22000,STONE,Lafarge ,6/19/2022
28800,COAL,CRH,12/31/2022
22000,STONE,Lafarge ,12/7/2022
26000,STONE,Lafarge ,11/16/2022
24812,SALT,Windsor Salt,6/21/2022
22000,STONE,SWS,8/22/2022
24000,STONE,Lafarge ,12/17/2022
